store_name,product_title,product_page_url,image_url,unit_amount,unit,normal_price,sale_price,food_group,age_group,brand
"Pets place,Edgard&Cooper Plantbased Adult Rode Biet&Pompoen ,https://www.petsplace.nl/edgard-cooper-plantbased-adult-hondenvoer-m-5407007149056-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/4269_30014024_1.webp,12,kg,""83,99"",""83,99"",Droogvoer,Edgard&Cooper,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/4426_115129_1.webp,1.5,kg,""13,29"",""13,29"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/4474_115130_1.webp,3,kg,""21,95"",""21,95"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/1047_10048944_1.webp,6,kg,""40,49"",""40,49"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/4426_115129_1.webp,1.5,kg,""13,29"",""13,29"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/4474_115130_1.webp,3,kg,""21,95"",""21,95"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/1047_10048944_1.webp,6,kg,""40,49"",""40,49"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/4426_115129_1.webp,1.5,kg,""13,29"",""13,29"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/1/4474_115130_1.webp,3,kg,""21,95"",""21,95"",Droogvoer,Hill's,Volwassen"
"Pets place,Hill's Canine Adult Small & Mini Kip ,https://www.petsplace.nl/hills-canine-adult-small-mini-hondenvoer-m-052742282107-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/1047_10048944_1.webp,6,kg,""40,49"",""40,49"",Droogvoer,Hill's,Volwassen"
"Pets place,Royal Canin Labrador Retriever Sterilised Adult ,https://www.petsplace.nl/royal-canin-labrador-retriever-sterilised-adult-hondenvoer-m-3182550787581-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/1267_10025877_1.webp,3,kg,""25,59"",""25,59"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Labrador Retriever Sterilised Adult ,https://www.petsplace.nl/royal-canin-labrador-retriever-sterilised-adult-hondenvoer-m-3182550787581-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/9974_140654_1.webp,12,kg,""67,95"",""67,95"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Mini Adult ,https://www.petsplace.nl/royal-canin-mini-adult-hondenvoer-m-3182550402170-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/8159_10048258_1.webp,8+1,kg,""47,45"",""47,45"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Mini Adult ,https://www.petsplace.nl/royal-canin-mini-adult-hondenvoer-m-3182550402170-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/9342_10048293_1.webp,800,g,""7,79"",""7,79"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Mini Adult ,https://www.petsplace.nl/royal-canin-mini-adult-hondenvoer-m-3182550402170-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/5569_120602_1.webp,2,kg,""17,79"",""17,79"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Mini Adult ,https://www.petsplace.nl/royal-canin-mini-adult-hondenvoer-m-3182550402170-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/4646_120689_1.webp,4,kg,""27,99"",""27,99"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Mini Adult ,https://www.petsplace.nl/royal-canin-mini-adult-hondenvoer-m-3182550402170-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/3445_120665_1.webp,8,kg,""46,95"",""46,95"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Maxi Ageing 8+ ,https://www.petsplace.nl/royal-canin-maxi-ageing-8-hondenvoer-m-3182550803113-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/1439_341666_1.webp,3,kg,""23,49"",""23,49"",Droogvoer,Royal Canin,Senior"
"Pets place,Royal Canin Maxi Ageing 8+ ,https://www.petsplace.nl/royal-canin-maxi-ageing-8-hondenvoer-m-3182550803113-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/4717_140656_1.webp,15,kg,""81,95"",""81,95"",Droogvoer,Royal Canin,Senior"
"Pets place,Royal Canin Medium Adult ,https://www.petsplace.nl/royal-canin-medium-adult-hondenvoer-m-3182550708197-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/7883_120635_1.webp,4,kg,""26,79"",""26,79"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Medium Adult ,https://www.petsplace.nl/royal-canin-medium-adult-hondenvoer-m-3182550708197-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/8021_10049872_1.webp,10,kg,""52,95"",""52,95"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Medium Adult ,https://www.petsplace.nl/royal-canin-medium-adult-hondenvoer-m-3182550708197-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/9125_140601_1.webp,15,kg,""73,95"",""73,95"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Medium Adult ,https://www.petsplace.nl/royal-canin-medium-adult-hondenvoer-m-3182550708197-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/7/8/3373_781392_1.webp,15+3,kg,""72,95"",""72,95"",Droogvoer,Royal Canin,Volwassen"
"Pets place,Royal Canin Medium Start Pakket ,https://www.petsplace.nl/royal-canin-medium-puppy-hondenvoer-m-3182550708180-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/6847_30023378_1.webp,Box,+,""30,45"",""30,45"",Droogvoer,Royal Canin,Puppy"
"Pets place,Royal Canin Medium ,https://www.petsplace.nl/royal-canin-medium-puppy-hondenvoer-m-3182550708180-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/1409_120634_1.webp,4,kg,""30,45"",""30,45"",Droogvoer,Royal Canin,Puppy"
"Pets place,Royal Canin Medium ,https://www.petsplace.nl/royal-canin-medium-puppy-hondenvoer-m-3182550708180-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/9522_30020214_1.webp,10,kg,""53,51"",""59,45"",Droogvoer,Royal Canin,Puppy"
"Pets place,Royal Canin Medium ,https://www.petsplace.nl/royal-canin-medium-puppy-hondenvoer-m-3182550708180-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/4/7770_140600_1.webp,15,kg,""75,56"",""83,95"",Droogvoer,Royal Canin,Puppy"
"Pets place,Royal Canin Medium ,https://www.petsplace.nl/royal-canin-medium-puppy-hondenvoer-m-3182550708180-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/7/8/7623_781391_1.webp,15+3,kg,""58,99"",""58,99"",Droogvoer,Royal Canin,Puppy"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/7349_343161_1.webp,340,g,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/8029_343162_1.webp,2,kg,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/8193_10000197_1.webp,6,kg,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9838_343163_1.webp,11.4,kg,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/7349_343161_1.webp,340,g,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/8029_343162_1.webp,2,kg,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/8193_10000197_1.webp,6,kg,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
"Pets place,Orijen Whole Prey Original Dog Kip&Kalkoen ,https://www.petsplace.nl/orijen-whole-prey-original-dog-hondenvoer-m-064992182120-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9838_343163_1.webp,11.4,kg,""6,30"",""6,30"",Droogvoer,Orijen,Alle Leeftijden"
