store,animal,category,brand,product_title,normal_price,sale_price,sale,age_group,product_page_url,image_url
Pets place,Hond,Apotheek,Beaphar,Beaphar Puppy Lactol - Melkvervanging - 500 g,"18,95","18,95",0,Puppy,https://www.petsplace.nl/beaphar-puppy-lactol-melkvervanging-m-8711231151905-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/2476_343011_1.webp
Pets place,Hond,Apotheek,Beaphar,Beaphar Puppy Lactol Melk - Melkvervanging - 1 kg,"31,75","31,75",0,Puppy,https://www.petsplace.nl/beaphar-puppy-lactol-melkvervanging-m-8711231151905-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/6549_342858_1.webp
Pets place,Hond,Apotheek,Beaphar,Beaphar Dimethicare Spray Hond En Kat - Anti vlooien en tekenmiddel - 250 ml 250ml,"10,59","10,59",0,Alle Leeftijden,https://www.petsplace.nl/beaphar-dimethicare-spray-hond-en-kat-anti-vlooien-en-tekenmiddel-m-8711231135721-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/3774_338838_1.webp
Pets place,Hond,Apotheek,Beaphar,Beaphar Dimethicare Spray Hond En Kat - Anti vlooien en tekenmiddel - 500 ml 500ml,"14,89","14,89",0,Alle Leeftijden,https://www.petsplace.nl/beaphar-dimethicare-spray-hond-en-kat-anti-vlooien-en-tekenmiddel-m-8711231135721-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/7203_338839_1.webp
Pets place,Hond,Apotheek,NatuPet,Natupet Cbd Oil For Dogs 2.5% Kip - Hennepolie - 10 ml,"24,95","24,95",0,Alle Leeftijden,https://www.petsplace.nl/natupet-cbd-oil-for-dogs-2-5-procent-hennepolie-m-676424962370-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/5438_30013952_1.webp
Pets place,Hond,Apotheek,NatuPet,Natupet Cbd Oil For Dogs 2.5% Kip - Hennepolie - 30 ml,"69,00","69,00",0,Alle Leeftijden,https://www.petsplace.nl/natupet-cbd-oil-for-dogs-2-5-procent-hennepolie-m-676424962370-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/4034_30013946_1.webp
Pets place,Hond,Apotheek,Flea Free,Flea Free Spot-On Combo Hond Large - Anti vlooien en tekenmiddel - 2 pip 20-40kg,"22,09","22,09",0,Alle Leeftijden,https://www.petsplace.nl/flea-free-spot-on-combo-hond-anti-vlooien-en-tekenmiddel-m-8713112004041-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/6822_340197_1.webp
Pets place,Hond,Apotheek,Flea Free,Flea Free Spot-On Combo Hond Large - Anti vlooien en tekenmiddel - 4 pip 20-40 Kg,"37,99","37,99",0,Alle Leeftijden,https://www.petsplace.nl/flea-free-spot-on-combo-hond-anti-vlooien-en-tekenmiddel-m-8713112004041-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/5547_30013036_1.webp
Pets place,Hond,Apotheek,Milbemax,Milbemax Milbemax Hond - Anti wormenmiddel - 4 tab 10 Tot 75 Kg,"25,59","25,59",0,Alle Leeftijden,https://www.petsplace.nl/milbemax-milbemax-hond-anti-wormenmiddel-5420036926498-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/3182_30001381_1.webp
Pets place,Hond,Apotheek,Flea Free,Flea Free Spot-On Combo Hond Medium - Anti vlooien en tekenmiddel - 2 pip 10-20kg,"18,39","18,39",0,Alle Leeftijden,https://www.petsplace.nl/flea-free-spot-on-combo-hond-anti-vlooien-en-tekenmiddel-m-8713112004034-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/4/9411_340196_1.webp
