store,animal,category,brand,product_title,normal_price,sale_price,sale,age_group,product_page_url,image_url
Pets place,Kat,Droogvoer,Hill's Prescription Diet,Hill's Prescription Diet Z/D Food Sensitivities Zak - Kattenvoer - 3 kg,"43,79","43,79",0,Alle Leeftijden,https://www.petsplace.nl/hills-prescription-diet-z-d-food-sensitivities-zak-kattenvoer-m-052742044378-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/4299_30019234_1.webp
Pets place,Kat,Droogvoer,Hill's Prescription Diet,Hill's Prescription Diet Z/D Food Sensitivities Zak - Kattenvoer - 6 kg,"76,29","76,29",0,Alle Leeftijden,https://www.petsplace.nl/hills-prescription-diet-z-d-food-sensitivities-zak-kattenvoer-m-052742044378-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/0/7035_30019266_1.webp
Pets place,Kat,Droogvoer,Prins,Prins Vitalcare Cat Hair & Skin Gevogelte - Kattenvoer - 1.5 kg,"19,95","19,95",0,Volwassen,https://www.petsplace.nl/prins-vitalcare-cat-hair-skin-kattenvoer-m-8713595700072-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/5/4/1757_540205_1.webp
Pets place,Kat,Droogvoer,Prins,Prins Vitalcare Cat Hair & Skin Gevogelte - Kattenvoer - 5 kg,"45,25","45,25",0,Volwassen,https://www.petsplace.nl/prins-vitalcare-cat-hair-skin-kattenvoer-m-8713595700072-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/5/4/1426_540204_1.webp
Pets place,Kat,Droogvoer,Royal Canin,Royal Canin Sterilised 7+ - Kattenvoer - 400 g,"7,49","7,49",0,Senior,https://www.petsplace.nl/royal-canin-sterilised-7-kattenvoer-m-3182550784511-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/8187_120500_1.webp
Pets place,Kat,Droogvoer,Royal Canin,Royal Canin Sterilised 7+ - Kattenvoer - 1.5 kg,"22,69","22,69",0,Senior,https://www.petsplace.nl/royal-canin-sterilised-7-kattenvoer-m-3182550784511-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/4005_120501_1.webp
Pets place,Kat,Droogvoer,Royal Canin,Royal Canin Sterilised 7+ - Kattenvoer - 3.5 kg,"42,45","42,45",0,Senior,https://www.petsplace.nl/royal-canin-sterilised-7-kattenvoer-m-3182550784511-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/2/2206_120502_1.webp
Pets place,Kat,Droogvoer,Royal Canin,Royal Canin Sterilised 7+ - Kattenvoer - 10 kg,"88,95","88,95",0,Senior,https://www.petsplace.nl/royal-canin-sterilised-7-kattenvoer-m-3182550784511-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/2208_335639_1.webp
Pets place,Kat,Droogvoer,Royal Canin,Royal Canin Norwegian Forest Cat Adult - Kattenvoer - 2 kg,"32,45","32,45",0,Volwassen,https://www.petsplace.nl/royal-canin-norwegian-forest-cat-adult-kattenvoer-m-3182550825405-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/1/0/8289_10048658_1.webp
Pets place,Kat,Droogvoer,Royal Canin,Royal Canin Norwegian Forest Cat Adult - Kattenvoer - 10 kg,"94,95","94,95",0,Volwassen,https://www.petsplace.nl/royal-canin-norwegian-forest-cat-adult-kattenvoer-m-3182550825405-pps,https://cdn.petsplace.nl/media/mf_webp/jpg/media/catalog/product/cache/51683dc2574b5d5c6b813bcbcc9e3c67/3/3/3872_335644_1.webp
